"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총인원"
"3220000","322000001020250003","2025-03-24","","01","영업/정상","0000","정상","","","","","02-515-2223","0","","서울특별시 강남구 신사동 639-6","서울특별시 강남구 압구정로46길 6 (신사동)","06017","리디아 동물병원","2025-03-24 18:00:06","I","2024-12-02 22:06:00.0","","203164.438870531","447338.157199407","","","","",""
"3230000","323000001020090009","2009-12-02","","01","영업/정상","0000","정상","","","","","02-443-2222","0","","서울특별시 송파구 가락동 137-3 현대빌리지","서울특별시 송파구 동남로 161, 1,2층 (가락동, 현대빌리지)","05826","에코동물병원","2025-09-17 09:47:47","U","2024-12-08 22:00:00.0","","211262.994857358","443408.278406299","","","","",""
"3080000","308000001020190001","2019-01-30","","01","영업/정상","0000","정상","","","","","02-941-7900","0","","서울특별시 강북구 미아동 42-11 덕신빌딩 4층","서울특별시 강북구 월계로 3, 덕신빌딩 4층 (미아동)","01220","24시루시드동물메디컬센터","2025-10-27 13:42:51","U","2024-10-30 22:09:00.0","","202635.07229069","456360.433254943","","","","",""
"3150000","315000001020140004","2014-12-18","","01","영업/정상","0000","정상","","","","","02-518-7500","0","","서울특별시 강서구 등촌동 658-4","서울특별시 강서구 화곡로 371 (등촌동)","07590","강서YD동물의료센터","2025-07-01 10:27:28","U","2024-12-07 00:03:00.0","","186868.771611134","450531.905642082","","","","",""
"3110000","311000001020230004","2023-10-06","","01","영업/정상","0000","정상","","","","","02-356-7547","101.83","","서울특별시 은평구 역촌동 22-48","서울특별시 은평구 연서로 72, 삼성프라임 101,102호 (역촌동)","03402","진솔동물병원","2025-03-27 17:23:51","U","2024-12-02 22:09:00.0","","192499.264952138","455920.490562559","","","","",""
"3230000","323000001020030001","2003-01-21","","03","폐업","0002","폐업","2025-09-17","","","","02-400-0075","0","","서울특별시 송파구 문정동 150-2 문정프라자","서울특별시 송파구 중대로 80, 문정프라자 (문정동)","05833","펫가든동물병원","2025-09-17 15:58:03","U","2024-12-08 22:00:00.0","","210343.699256005","443288.284974717","","","","",""
"3240000","324000001020240002","2024-04-15","","01","영업/정상","0000","정상","","","","","02-426-8875","0","","서울특별시 강동구 암사동 462-3 서연빌딩","서울특별시 강동구 올림픽로 820, 서연빌딩 1층 (암사동)","05251","프라임 동물의료센터","2025-11-04 17:52:12","U","2024-11-01 00:06:00.0","","211349.725354409","450207.018195483","","","","",""
"3200000","320000001020160001","2016-04-11","","01","영업/정상","0000","정상","","","","","02-887-1575","228.9","","서울특별시 관악구 신림동 10-631","서울특별시 관악구 남부순환로 1678, 1, 2층 (신림동)","08780","이로동물의료센터","2025-03-31 17:40:05","U","2024-12-04 00:02:00.0","","194342.263827145","442448.563337722","","","","",""
"3050000","305000001020130004","2013-05-24","","01","영업/정상","0000","정상","","","","","02-2215-7522","256.5","","서울특별시 동대문구 장안동 376-3","서울특별시 동대문구 한천로14길 87(장안동)","02628","VIP동물의료센터 동대문점","2025-03-31 11:36:30","U","2024-12-04 00:02:00.0","","205899.907023899","451571.351779533","","","","",""
"3230000","323000001020250006","2025-06-18","","01","영업/정상","0000","정상","","","","","02-2088-7775","115.44","","서울특별시 송파구 방이동 108-7","서울특별시 송파구 오금로 147, JS빌딩 5층 (방이동)","05550","샤인고양이메디컬센터","2025-06-27 09:17:01","U","2024-12-05 22:09:00.0","","209787.947726029","445412.46295026","","","","",""
"3200000","320000001020070003","2007-06-01","","01","영업/정상","0000","정상","","","","","02-875-7579","79.91","","서울특별시 관악구 봉천동 870-13 신원메트로빌","서울특별시 관악구 남부순환로 1811, 신원메트로빌 (봉천동)","08758","서울허브동물병원","2025-03-31 09:46:45","U","2024-12-04 00:02:00.0","","195635.738009117","442172.892032644","","","","",""
"3230000","323000001020250005","2025-06-17","","01","영업/정상","0000","정상","","","","","02-424-7582","34","","서울특별시 송파구 잠실동 242-17 대성빌딩","서울특별시 송파구 삼전로 99, 대성빌딩 1층 (잠실동)","05566","소담동물병원","2025-06-17 13:06:27","I","2024-12-05 23:09:00.0","","207901.308017173","445010.07306849","","","","",""
"3130000","313000001020090001","2009-10-14","","01","영업/정상","0000","정상","","","","","02-701-7580","1719.21","","서울특별시 마포구 노고산동 40-56 웨스턴5빌딩","서울특별시 마포구 신촌로 110, 웨스턴5빌딩 (노고산동)","04101","웨스턴 동물의료센터","2025-06-23 17:47:49","U","2024-12-05 22:05:00.0","","194463.425348269","450323.005940637","","","","",""
"3180000","318000001020250001","2025-05-26","","01","영업/정상","0000","정상","","","","","02-6953-2427","","","서울특별시 영등포구 신길동 236 JS타워","서울특별시 영등포구 가마산로 496, JS타워 205~207,303~304,306~307호 (신길동)","07388","동물의료센터24인치","2025-06-24 10:20:12","U","2024-12-05 22:06:00.0","","192103.614282017","444816.002381357","","","","",""
"3200000","320000001020190001","2019-04-03","","01","영업/정상","0000","정상","","","","","02-6956-2475","0","","서울특별시 관악구 봉천동 1673-21 1층 103호","서울특별시 관악구 남부순환로 1861, 1층 103호 (봉천동)","08739","24시 굿케어동물의료센터","2025-10-31 10:00:11","U","2024-11-01 00:02:00.0","","196120.039741405","441980.475413186","","","","",""
"3210000","321000001020250006","2025-09-23","","01","영업/정상","0000","정상","","","","","02-6203-7588","474.14","","서울특별시 서초구 서초동 1631-2","서울특별시 서초구 사임당로 106 (서초동)","06642","서울동물심장병원","2025-11-04 14:37:02","U","2024-11-01 00:06:00.0","","201826.544506134","443108.721159093","","","","",""
"3220000","322000001020100001","2010-02-09","","03","폐업","0002","폐업","2012-09-18","","","","569-7582","0","","서울특별시 강남구 대치동 921번지 오성빌딩 1층 101호 ","서울특별시 강남구 선릉로 338 (대치동,오성빌딩 1층 101호)","","24시 OK 동물병원","2012-09-18 10:39:50","I","2018-08-31 23:59:59.0","","204487.46101324     ","444189.584180575    ","동물병원","","","000",""
"3130000","313000001020250002","2025-04-01","","01","영업/정상","0000","정상","","","","","02-375-7575","","","서울특별시 마포구 성산동 94-4 성미빌딩","서울특별시 마포구 월드컵북로 151, 성미빌딩 1층 (성산동)","03948","라온동물병원","2025-04-01 09:31:20","I","2024-12-04 00:03:00.0","","192051.837086207","451527.748667617","","","","",""
"3040000","304000001020190001","2019-03-14","","01","영업/정상","0000","정상","","","","","02-455-5975","140","","서울특별시 광진구 자양동 657-5 화성빌딩 1층","서울특별시 광진구 자양로 65, 화성빌딩 1층 (자양동)","05056","아이본 동물병원","2025-04-01 14:01:38","U","2024-12-04 00:03:00.0","","207386.983040962","447934.708019366","","","","",""
"3210000","321000001020150001","2015-06-02","","01","영업/정상","0000","정상","","","","","02-2135-9119","1447.31","","서울특별시 서초구 반포동 19-1 르본시티 2층","서울특별시 서초구 신반포로 162 (반포동, 르본시티 2층)","06546","헬릭스동물메디컬센터","2025-04-01 16:44:54","U","2024-12-04 00:03:00.0","","200115.143202807","444741.437478089","","","","",""
"3240000","324000001020250005","2025-09-29","","01","영업/정상","0000","정상","","","","","02-2039-8075","","","서울특별시 강동구 천호동 34-8","서울특별시 강동구 양재대로 1581, 1층 (천호동)","05307","서울 알레르기 동물병원","2025-09-29 17:39:47","I","2024-10-31 00:01:00.0","","212560.273562282","449402.916124208","","","","",""
"3070000","307000001020090001","2009-04-14","","01","영업/정상","0000","정상","","","","","953-0075","1189.18","","서울특별시 성북구 동소문동6가 3-1 시티플레이스","서울특별시 성북구 동소문로 73, 시티플레이스 1층 101호, 비101호, 비201호, 비202호 (동소문동6가)","02830","VIP 동물의료센터","2025-04-07 09:32:17","U","2024-12-04 00:09:00.0","","201116.337615606","454444.297266775","","","","",""
"3110000","311000001020050004","2005-08-16","","01","영업/정상","0000","정상","","","","","306-8575","0","","서울특별시 은평구 증산동 174-6 103호","서울특별시 은평구 증산로 267, 103호 (증산동)","03500","한수24시동물병원","2025-04-08 18:51:38","U","2024-12-03 23:00:00.0","","191719.641873868","453281.965089313","","","","",""
"3160000","316000001019990002","1999-12-09","","01","영업/정상","0000","정상","","","","","869-7582","84","","서울특별시 구로구 구로동 512-2 하이빌골드타워","서울특별시 구로구 구로중앙로 107, 하이빌골드타워 A동 B101호 (구로동)","08283","24시 지구촌 동물메디컬 센터","2025-04-16 09:42:40","U","2024-12-03 23:08:00.0","","189826.582553287","443997.249541906","","","","",""
"3230000","323000001020180006","2018-07-02","","01","영업/정상","0000","정상","","","","","02-2039-2575","0","","서울특별시 송파구 석촌동 15 제우빌딩 2층 202호","서울특별시 송파구 백제고분로 293, 제우빌딩 2층 202호 (석촌동)","05614","닥터캣 고양이병원","2025-04-18 13:09:04","U","2024-12-03 22:00:00.0","","208682.946639076","444522.26110806","","","","",""
"3100000","310000001020250001","2025-04-08","","01","영업/정상","0000","정상","","","","","02-930-7161","0","","서울특별시 노원구 상계동 1025-20 오아시스빌딩","서울특별시 노원구 동일로 1640, 오아시스빌딩 1,2층 (상계동)","01630","서정동물병원","2025-04-21 16:50:50","U","2024-12-03 22:03:00.0","","204831.422731672","463584.885015414","","","","",""
"3230000","323000001020230009","2023-12-04","","01","영업/정상","0000","정상","","","","","02-423-2010","171.44","","서울특별시 송파구 삼전동 22-2 잠실레이크타워","서울특별시 송파구 석촌호수로 140, 잠실레이크타워 202, 203호 (삼전동)","05600","잠실 스무살의꿈동물병원","2025-04-21 11:12:37","U","2024-12-03 22:03:00.0","","208106.510001185","444988.080002931","","","","",""
"3130000","313000001020010003","2001-08-31","","03","폐업","0002","폐업","2025-01-31","","","","02-335-5232","0","","서울특별시 마포구 상수동 310-1","서울특별시 마포구 독막로 85 (상수동)","04049","셀레네동물병원","2025-04-22 13:12:23","U","2024-12-03 22:04:00.0","","193103.496986712","449521.715347028","","","","",""
"3140000","314000001020250001","2025-04-24","","01","영업/정상","0000","정상","","","","","","91.2","","서울특별시 양천구 신정동 1267 뉴프라자","서울특별시 양천구 신정로 312, 뉴프라자 115호 (신정동)","08106","클로버동물병원","2025-11-24 10:14:45","U","2024-10-31 22:06:00.0","","187158.467033065","445678.076325463","","","","",""
"3230000","323000001020240004","2024-07-18","","03","폐업","0002","폐업","2025-04-28","","","","02-6958-8575","121.68","","서울특별시 송파구 거여동 697 송파시그니처롯데캐슬","서울특별시 송파구 거마로 56, 송파시그니처롯데캐슬 상가동 지하1층 1-3,1-4호 (거여동, 송파시그니처롯데캐슬)","05767","로지동물의료센터","2025-04-28 11:32:50","U","2024-12-03 21:00:00.0","","213149.522764117","443705.473072412","","","","",""
"3230000","323000001020250004","2025-05-02","","01","영업/정상","0000","정상","","","","","02-6958-8575","","","서울특별시 송파구 거여동 697 송파시그니처롯데캐슬","서울특별시 송파구 거마로 56, 상가동 지하1층 제1-3, 1-4호 (거여동, 송파시그니처롯데캐슬)","05767","동감동물의료센터","2025-05-02 17:01:45","I","2024-12-05 00:04:00.0","","213149.522764117","443705.473072412","","","","",""
"3240000","324000001020210002","2021-06-21","","01","영업/정상","0000","정상","","","","","02-457-0075","0","","서울특별시 강동구 길동 236-7","서울특별시 강동구 천호대로 1171, 지하1층,2층,3층 (길동)","05356","24시 로얄동물메디컬센터 강동","2025-05-19 14:50:04","U","2024-12-04 22:01:00.0","","212426.8880544","447999.103871278","","","","",""
"3240000","324000001020210003","2021-06-21","","01","영업/정상","0000","정상","","","","","02-457-0075","0","","서울특별시 강동구 길동 236-7","서울특별시 강동구 천호대로 1171, 4층, 5층 (길동)","05356","동물영상진단센터/나음고양이병원","2025-05-19 14:43:49","U","2024-12-04 22:01:00.0","","212426.8880544","447999.103871278","","","","",""
"3130000","313000001020250005","2025-06-16","","01","영업/정상","0000","정상","","","","","02-711-2876","","","서울특별시 마포구 대흥동 405-4","서울특별시 마포구 독막로 257, 1층 (대흥동)","04151","오복동물치과병원","2025-06-18 13:50:29","U","2024-12-05 22:00:00.0","","194822.363341535","449344.730012139","","","","",""
"3130000","313000001020250003","2025-05-26","","01","영업/정상","0000","정상","","","","","02-322-7582","","","서울특별시 마포구 창전동 122","서울특별시 마포구 서강로 65, 창평빌딩 1층 (창전동)","04065","오래봄동물병원","2025-05-29 16:01:36","U","2024-12-04 21:01:00.0","","193883.598502011","449649.564332315","","","","",""
"3240000","324000001020250004","2025-06-30","","01","영업/정상","0000","정상","","","","","02-475-1023","","","서울특별시 강동구 암사동 469-2","서울특별시 강동구 고덕로14길 61, 1층 (암사동)","05253","미사랑동물병원","2025-06-30 13:48:00","I","2024-12-07 00:02:00.0","","211524.201721477","449971.203655506","","","","",""
"3180000","318000001020230003","2023-10-31","","01","영업/정상","0000","정상","","","","","02-784-7588","","","서울특별시 영등포구 여의도동 41-1 대교B상가 202호","서울특별시 영등포구 국제금융로7길 22, 대교B상가 2층 202호 (여의도동)","07340","헬로우동물병원 여의도점","2025-05-26 09:32:33","U","2024-12-04 22:08:00.0","","194015.180457719","446777.454528971","","","","",""
"3210000","321000001019990003","1999-05-04","","01","영업/정상","0000","정상","","","","","02-537-0075","33.28","","서울특별시 서초구 서초동 1685-3 아크로비스타","서울특별시 서초구 서초중앙로 188, 지하에이층 132호 (서초동, 아크로비스타)","06600","신반포종합동물병원","2025-05-26 09:23:44","U","2024-12-04 22:08:00.0","","201107.634736928","443999.067092566","","","","",""
"3070000","307000001019990001","1999-01-06","","01","영업/정상","0000","정상","","","","","743-7582","0","","서울특별시 성북구 성북동1가 115-23","서울특별시 성북구 성북로 27 (성북동1가)","02880","한사랑동물병원","2025-06-30 09:48:59","U","2024-12-07 00:02:00.0","","200269.184445997","454227.141841011","","","","",""
"3070000","307000001019980001","1998-07-28","","01","영업/정상","0000","정상","","","","","913-8275","0","","서울특별시 성북구 장위동 225-61","서울특별시 성북구 장위로 81 (장위동)","02756","큐동물병원","2025-06-30 09:47:41","U","2024-12-07 00:02:00.0","","203965.613216106","456852.946418316","","","","",""
"3230000","323000001020250012","2025-10-13","","01","영업/정상","0000","정상","","","","","02-6952-8275","","","서울특별시 송파구 문정동 652-5 문정 아이파크 214호","서울특별시 송파구 법원로4길 6, 문정 아이파크 214호 (문정동)","05855","한국영양전문동물병원","2025-10-13 10:24:58","I","2024-10-30 23:05:00.0","","","","","","","",""
"3220000","322000001020010004","2001-02-05","","03","폐업","0002","폐업","2009-08-03","","","","547-4426","0","","서울특별시 강남구 삼성동 65번지 106호 ","서울특별시 강남구 삼성로 642 (삼성동,106호)","","마이펫 하우스 동물병원","2009-08-03 20:29:07","I","2018-08-31 23:59:59.0","","204470.875734996    ","446131.709100554    ","동물병원","","","000",""
"3210000","321000001020220002","2022-10-18","","01","영업/정상","0000","정상","","","","","02-521-0525","97.48","","서울특별시 서초구 서초동 1600-11 서초레몬 201호","서울특별시 서초구 서초중앙로 45, 서초레몬 2층 201호 (서초동)","06654","시니어 동물병원","2025-05-28 13:12:16","U","2024-12-04 21:00:00.0","","201296.398171062","442621.276121873","","","","",""
"3210000","321000001020210001","2021-05-17","","03","폐업","0002","폐업","2025-05-28","","","","02-2039-9780","53.3","","서울특별시 서초구 잠원동 72-2 반원상가","서울특별시 서초구 신반포로23길 30, 반원상가 1층 109호 (잠원동)","06510","파파동물병원","2025-05-28 11:42:51","U","2024-12-04 21:00:00.0","","200246.255070605","445174.193878077","","","","",""
"3060000","306000001020030002","2003-05-28","","01","영업/정상","0000","정상","","","","","02-2094-8344","0","","서울특별시 중랑구 상봉동 137-7","서울특별시 중랑구 중랑천로 71 (상봉동)","","서울우유협동조합유우진료소","2025-10-02 10:18:12","U","2024-10-31 00:05:00.0","","206321.919332707","454381.762925507","","","","",""
"3150000","315000001020250002","2025-07-01","","01","영업/정상","0000","정상","","","","","02-6954-7533","","","서울특별시 강서구 마곡동 736 마곡엠밸리3단지","서울특별시 강서구 마곡서1로 132, 상가동 101호 (마곡동, 마곡엠밸리3단지)","07598","동물병원 숲","2025-07-01 18:35:30","I","2024-12-07 00:03:00.0","","184039.446537083","451777.675326573","","","","",""
"3080000","308000001020250001","2025-04-03","","01","영업/정상","0000","정상","","","","","02-984-0075","0","","서울특별시 강북구 미아동 138-19","서울특별시 강북구 도봉로 104, 1, B1, B2층 (미아동)","01165","강북24시 N동물의료센터","2025-07-02 17:45:43","U","2024-12-07 00:04:00.0","","202549.340719961","457334.840983492","","","","",""
"3060000","306000001020200002","2020-11-09","","01","영업/정상","0000","정상","","","","","02-949-7577","0","","서울특별시 중랑구 묵동 238-8 하태윤산부인과","서울특별시 중랑구 동일로 925, 3층 (묵동)","02005","치료해 주오","2025-06-04 16:54:44","U","2024-12-06 00:08:00.0","","206712.645739265","456738.441211434","","","","",""
"3130000","313000001020250004","2025-05-30","","01","영업/정상","0000","정상","","","","","02-2088-5055","107.97","","서울특별시 마포구 대흥동 806 마포그랑자이","서울특별시 마포구 대흥로 183, 마포그랑자이 상가2동 201호 (대흥동)","04105","아떼꼬떼 동물병원","2025-06-10 11:38:21","U","2024-12-05 23:02:00.0","","195024.767399686","450346.134756933","","","","",""
"3220000","322000001020250004","2025-06-12","","01","영업/정상","0000","정상","","","","","","155","","서울특별시 강남구 역삼동 690-11 2층","서울특별시 강남구 봉은사로44길 61, 2층 (역삼동)","06146","반려담동물병원","2025-06-12 16:27:08","I","2024-12-05 23:05:00.0","","203679.445613252","444841.09782076","","","","",""
"3040000","304000001020040003","2013-05-07","","01","영업/정상","0000","정상","","","","","450-0472","1674.45","","서울특별시 광진구 화양동 1","서울특별시 광진구 능동로 120 (화양동)","05029","건국대학교 부속 동물병원","2025-10-22 13:32:51","U","2024-10-30 22:05:00.0","","206445.881091692","448922.881688102","","","","",""
"3140000","314000001020210001","2021-08-20","","01","영업/정상","0000","정상","","","","","0226918119","62","","서울특별시 양천구 신월동 559-7","서울특별시 양천구 신월로10길 22, 2층 (신월동)","08065","정말로내과동물병원","2025-07-07 09:52:58","U","2024-12-07 00:09:00.0","","185860.979146266","445910.803771191","","","","",""
"3070000","307000001020190002","2019-11-04","","01","영업/정상","0000","정상","","","","","982-7975","112.7","","서울특별시 성북구 길음동 498-1 래미안길음센터피스","서울특별시 성북구 숭인로 50, 상가동 2203호 (길음동, 래미안길음센터피스)","02727","더편한동물병원","2025-07-08 09:17:08","U","2024-12-06 23:00:00.0","","202337.783038524","456539.190686079","","","","",""
"3070000","307000001020170001","2017-09-19","","01","영업/정상","0000","정상","","","","","927-7878","60","","서울특별시 성북구 동소문동6가 237","서울특별시 성북구 아리랑로 27 (동소문동6가)","02830","로이동물병원","2025-07-08 09:07:19","U","2024-12-06 23:00:00.0","","201321.966979776","454782.451487203","","","","",""
"3070000","307000001020160002","2016-10-06","","01","영업/정상","0000","정상","","","","","941-5575","66","","서울특별시 성북구 길음동 1285 길음뉴타운7단지 두산위브상가 103호, 104호","서울특별시 성북구 길음로13길 22, 103호, 104호 (길음동, 길음7구역두산위브아파트)","02715","스마트동물병원 성북길음점","2025-07-08 09:00:07","U","2024-12-06 23:00:00.0","","201592.991324089","456382.966061703","","","","",""
"3070000","307000001020160001","2016-02-24","","01","영업/정상","0000","정상","","","","","766-7577","115","","서울특별시 성북구 성북동 155-15 1층","서울특별시 성북구 성북로 66, 1층 (성북동)","02835","앙리동물병원","2025-07-08 08:56:39","U","2024-12-06 23:00:00.0","","200082.088156596","454571.634872902","","","","",""
"3210000","321000001020250001","2025-05-21","","01","영업/정상","0000","정상","","","","","5354005","231","","서울특별시 서초구 방배동 782-3","서울특별시 서초구 동작대로 190, 2층 (방배동)","06559","서리풀동물병원","2025-11-18 09:22:21","U","2024-10-31 22:00:00.0","","198436.425413458","443476.803138415","","","","",""
"3230000","323000001020250007","2025-07-14","","01","영업/정상","0000","정상","","","","","02-400-0075","","","서울특별시 송파구 가락동 99-7 가락 ID TOWER 103호","서울특별시 송파구 중대로 105, 가락 ID TOWER 103호 (가락동)","05719","정담동물병원","2025-07-18 14:00:52","U","2024-12-06 22:00:00.0","","210544.064382887","443492.364981682","","","","",""
"3220000","322000001020170006","2017-08-17","","01","영업/정상","0000","정상","","","","","02-562-7582","0","","서울특별시 강남구 역삼동 727-8 1층","서울특별시 강남구 논현로 416, 1층 (역삼동, 운기빌딩)","06224","24시SNC동물메디컬센터","2025-08-06 09:15:31","U","2024-12-08 00:09:00.0","","203372.036181772","443913.729321223","","","","",""
"3140000","314000001020250002","2025-06-02","","01","영업/정상","0000","정상","","","","","02-2038-8119","77.5","","서울특별시 양천구 목동 406-293","서울특별시 양천구 오목로 285, 1층 (목동)","07993","목동찬동물의료센터","2025-11-27 15:46:44","U","2024-10-31 22:09:00.0","","188362.123149396","447056.174139728","","","","",""
"3220000","322000001020250006","2025-08-11","","01","영업/정상","0000","정상","","","","","02-6951-5324","","","서울특별시 강남구 역삼동 786-16","서울특별시 강남구 도곡로 241, 3,4층 (역삼동)","06230","온숲 영상?외과 동물의료센터","2025-09-09 19:29:24","U","2024-12-08 23:01:00.0","","203896.530084243","443529.733928528","","","","",""
"3230000","323000001020000002","2000-01-24","","03","폐업","0002","폐업","2001-11-19","","","","420-8133","0","","서울특별시 송파구 송파동 143-7번지 ","","","서광VETLAB","2015-07-29 17:11:57","I","2018-08-31 23:59:59.0","","210174.7731322      ","445002.235824616    ","동물병원","","","000",""
"3020000","302000001020250002","2025-07-07","","01","영업/정상","0000","정상","","","","","027117580","140.92","","서울특별시 용산구 원효로2가 1-36","서울특별시 용산구 백범로 340, 2층 (원효로2가)","04368","용산마음동물병원","2025-07-31 10:02:44","U","2024-12-08 00:02:00.0","","196979.093087733","448380.524209959","","","","",""
"3040000","304000001020250002","2025-10-17","","01","영업/정상","0000","정상","","","","","","","","서울특별시 광진구 군자동 466-17 군자빌딩","서울특별시 광진구 천호대로 512, 군자빌딩 b층 02호 (군자동)","04994","Severance AMC","2025-10-17 09:55:01","I","2024-10-30 23:09:00.0","","206582.005887061","450685.591302855","","","","",""
"3100000","310000001020250002","2025-07-15","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 노원구 상계동 1320 불암산센트럴아파트","서울특별시 노원구 덕릉로127길 25, 104호 (상계동, 불암산센트럴아파트)","01634","별빛동물병원","2025-07-16 10:27:58","I","2024-12-06 23:09:00.0","","207098.659548494","463287.58273428","","","","",""
"3020000","302000001020190001","2019-04-19","","01","영업/정상","0000","정상","","","","","02-719-8275","121.38","","서울특별시 용산구 청파동2가 90-20 지상1층","서울특별시 용산구 청파로47길 16, 지상1층 (청파동2가)","04309","원스동물병원","2025-07-29 14:56:16","U","2024-12-06 21:01:00.0","","197234.131475852","449191.560826572","","","","",""
"3020000","302000001020020009","2002-12-27","","01","영업/정상","0000","정상","","","","","3273-0075","89.67","","서울특별시 용산구 원효로2가 84-10 신영빌딩","서울특별시 용산구 원효로 171, 신영빌딩 (원효로2가)","04364","열린동물종합병원","2025-07-29 14:28:14","U","2024-12-06 21:01:00.0","","196549.89584221","448153.524398611","","","","",""
"3210000","321000001020250002","2025-07-23","","01","영업/정상","0000","정상","","","","","02-568-7975","0","","서울특별시 서초구 서초동 1337 강남미래타워 203호","서울특별시 서초구 사임당로 174, 강남미래타워 203호 (서초동)","06627","스킨앤케어 동물병원","2025-08-05 09:16:16","U","2024-12-08 00:07:00.0","","202463.85950988","443356.365859457","","","","",""
"3030000","303000001020190001","2019-05-13","","03","폐업","0002","폐업","2025-08-18","","","","0234094640","30.68","","서울특별시 성동구 송정동 79-2","서울특별시 성동구 광나루로 337 (송정동)","04801","수동물병원","2025-08-21 16:33:46","U","2024-12-07 22:03:00.0","","205868.728928056","449587.009332886","","","","",""
